FIPS,STATE,COUNTY
21237,Kentucky,Wolfe
21239,Kentucky,Woodford
22001,Louisiana,Acadia
22003,Louisiana,Allen
22005,Louisiana,Ascension
22007,Louisiana,Assumption
22009,Louisiana,Avoyelles
22011,Louisiana,Beauregard
22013,Louisiana,Bienville
22015,Louisiana,Bossier
22017,Louisiana,Caddo
22019,Louisiana,Calcasieu
22021,Louisiana,Caldwell
22023,Louisiana,Cameron
22025,Louisiana,Catahoula
22027,Louisiana,Claiborne
22029,Louisiana,Concordia
22031,Louisiana,De Soto
22033,Louisiana,East Baton Rouge
22035,Louisiana,East Carroll
22037,Louisiana,East Feliciana
22039,Louisiana,Evangeline
22041,Louisiana,Franklin
22043,Louisiana,Grant
22045,Louisiana,Iberia
22047,Louisiana,Iberville
22049,Louisiana,Jackson
22051,Louisiana,Jefferson
22053,Louisiana,Jefferson Davis
22055,Louisiana,Lafayette
22057,Louisiana,Lafourche
22059,Louisiana,LaSalle
22061,Louisiana,Lincoln
22063,Louisiana,Livingston
22065,Louisiana,Madison
22067,Louisiana,Morehouse
22069,Louisiana,Natchitoches
22071,Louisiana,Orleans
22073,Louisiana,Ouachita
22075,Louisiana,Plaquemines
22077,Louisiana,Pointe Coupee
22079,Louisiana,Rapides
22081,Louisiana,Red River
22083,Louisiana,Richland
22085,Louisiana,Sabine
22087,Louisiana,St. Bernard
22089,Louisiana,St. Charles
22091,Louisiana,St. Helena
22093,Louisiana,St. James
22095,Louisiana,St. John the Baptist
22097,Louisiana,St. Landry
22099,Louisiana,St. Martin
22101,Louisiana,St. Mary
22103,Louisiana,St. Tammany
22105,Louisiana,Tangipahoa
22107,Louisiana,Tensas
22109,Louisiana,Terrebonne
22111,Louisiana,Union
22113,Louisiana,Vermilion
22115,Louisiana,Vernon
22117,Louisiana,Washington
22119,Louisiana,Webster
22121,Louisiana,West Baton Rouge
22123,Louisiana,West Carroll
22125,Louisiana,West Feliciana
22127,Louisiana,Winn
23001,Maine,Androscoggin
23003,Maine,Aroostook
23005,Maine,Cumberland
23007,Maine,Franklin
23009,Maine,Hancock
23011,Maine,Kennebec
23013,Maine,Knox
23015,Maine,Lincoln
23017,Maine,Oxford
23019,Maine,Penobscot
23021,Maine,Piscataquis
23023,Maine,Sagadahoc
23025,Maine,Somerset
23027,Maine,Waldo
23029,Maine,Washington
23031,Maine,York
24001,Maryland,Allegany
24003,Maryland,Anne Arundel
24005,Maryland,Baltimore
24009,Maryland,Calvert
24011,Maryland,Caroline
24013,Maryland,Carroll
24015,Maryland,Cecil
24017,Maryland,Charles
24019,Maryland,Dorchester
24021,Maryland,Frederick
24023,Maryland,Garrett
24025,Maryland,Harford
24027,Maryland,Howard
24029,Maryland,Kent
24031,Maryland,Montgomery
24033,Maryland,Prince George's
24035,Maryland,Queen Anne's
24037,Maryland,St. Mary's
24039,Maryland,Somerset
24041,Maryland,Talbot
24043,Maryland,Washington
24045,Maryland,Wicomico
24047,Maryland,Worcester
24510,Maryland,Baltimore
25001,Massachusetts,Barnstable
25003,Massachusetts,Berkshire
25005,Massachusetts,Bristol
25007,Massachusetts,Dukes
25009,Massachusetts,Essex
25011,Massachusetts,Franklin
25013,Massachusetts,Hampden
25015,Massachusetts,Hampshire
25017,Massachusetts,Middlesex
25019,Massachusetts,Nantucket
25021,Massachusetts,Norfolk
25023,Massachusetts,Plymouth
25025,Massachusetts,Suffolk
25027,Massachusetts,Worcester
26001,Michigan,Alcona
26003,Michigan,Alger
26005,Michigan,Allegan
26007,Michigan,Alpena
26009,Michigan,Antrim
26011,Michigan,Arenac
26013,Michigan,Baraga
26015,Michigan,Barry
26017,Michigan,Bay
26019,Michigan,Benzie
26021,Michigan,Berrien
26023,Michigan,Branch
26025,Michigan,Calhoun
26027,Michigan,Cass
26029,Michigan,Charlevoix
26031,Michigan,Cheboygan
26033,Michigan,Chippewa
26035,Michigan,Clare
26037,Michigan,Clinton
26039,Michigan,Crawford
26041,Michigan,Delta
26043,Michigan,Dickinson
26045,Michigan,Eaton
26047,Michigan,Emmet
26049,Michigan,Genesee
26051,Michigan,Gladwin
26053,Michigan,Gogebic
26055,Michigan,Grand Traverse
26057,Michigan,Gratiot
26059,Michigan,Hillsdale
26061,Michigan,Houghton
26063,Michigan,Huron
26065,Michigan,Ingham
26067,Michigan,Ionia
26069,Michigan,Iosco
26071,Michigan,Iron
26073,Michigan,Isabella
26075,Michigan,Jackson
26077,Michigan,Kalamazoo
26079,Michigan,Kalkaska
26081,Michigan,Kent
26083,Michigan,Keweenaw
26085,Michigan,Lake
26087,Michigan,Lapeer
26089,Michigan,Leelanau
26091,Michigan,Lenawee
26093,Michigan,Livingston
26095,Michigan,Luce
26097,Michigan,Mackinac
26099,Michigan,Macomb
26101,Michigan,Manistee
26103,Michigan,Marquette
26105,Michigan,Mason
26107,Michigan,Mecosta
26109,Michigan,Menominee
26111,Michigan,Midland
26113,Michigan,Missaukee
26115,Michigan,Monroe
26117,Michigan,Montcalm
26119,Michigan,Montmorency
26121,Michigan,Muskegon
26123,Michigan,Newaygo
26125,Michigan,Oakland
26127,Michigan,Oceana
26129,Michigan,Ogemaw
26131,Michigan,Ontonagon
26133,Michigan,Osceola
26135,Michigan,Oscoda
26137,Michigan,Otsego
26139,Michigan,Ottawa
26141,Michigan,Presque Isle
26143,Michigan,Roscommon
26145,Michigan,Saginaw
26147,Michigan,St. Clair
26149,Michigan,St. Joseph
26151,Michigan,Sanilac
26153,Michigan,Schoolcraft
26155,Michigan,Shiawassee
26157,Michigan,Tuscola
26159,Michigan,Van Buren
26161,Michigan,Washtenaw
26163,Michigan,Wayne
26165,Michigan,Wexford
27001,Minnesota,Aitkin
27003,Minnesota,Anoka
27005,Minnesota,Becker
27007,Minnesota,Beltrami
27009,Minnesota,Benton
27011,Minnesota,Big Stone
27013,Minnesota,Blue Earth
27015,Minnesota,Brown
27017,Minnesota,Carlton
27019,Minnesota,Carver
27021,Minnesota,Cass
27023,Minnesota,Chippewa
27025,Minnesota,Chisago
27027,Minnesota,Clay
27029,Minnesota,Clearwater
27031,Minnesota,Cook
27033,Minnesota,Cottonwood
27035,Minnesota,Crow Wing
27037,Minnesota,Dakota
27039,Minnesota,Dodge
27041,Minnesota,Douglas
27043,Minnesota,Faribault
27045,Minnesota,Fillmore
27047,Minnesota,Freeborn
27049,Minnesota,Goodhue
27051,Minnesota,Grant
27053,Minnesota,Hennepin
27055,Minnesota,Houston
27057,Minnesota,Hubbard
27059,Minnesota,Isanti
27061,Minnesota,Itasca
27063,Minnesota,Jackson
27065,Minnesota,Kanabec
27067,Minnesota,Kandiyohi
27069,Minnesota,Kittson
27071,Minnesota,Koochiching
27073,Minnesota,Lac qui Parle
27075,Minnesota,Lake
27077,Minnesota,Lake of the Woods
27079,Minnesota,Le Sueur
27081,Minnesota,Lincoln
27083,Minnesota,Lyon
27085,Minnesota,McLeod
27087,Minnesota,Mahnomen
27089,Minnesota,Marshall
27091,Minnesota,Martin
27093,Minnesota,Meeker
27095,Minnesota,Mille Lacs
27097,Minnesota,Morrison
27099,Minnesota,Mower
27101,Minnesota,Murray
27103,Minnesota,Nicollet
27105,Minnesota,Nobles
27107,Minnesota,Norman
27109,Minnesota,Olmsted
27111,Minnesota,Otter Tail
27113,Minnesota,Pennington
27115,Minnesota,Pine
27117,Minnesota,Pipestone
27119,Minnesota,Polk
27121,Minnesota,Pope
27123,Minnesota,Ramsey
27125,Minnesota,Red Lake
27127,Minnesota,Redwood
27129,Minnesota,Renville
27131,Minnesota,Rice
27133,Minnesota,Rock
27135,Minnesota,Roseau
27137,Minnesota,St. Louis
27139,Minnesota,Scott
27141,Minnesota,Sherburne
27143,Minnesota,Sibley
27145,Minnesota,Stearns
27147,Minnesota,Steele
27149,Minnesota,Stevens
27151,Minnesota,Swift
27153,Minnesota,Todd
27155,Minnesota,Traverse
27157,Minnesota,Wabasha
27159,Minnesota,Wadena
27161,Minnesota,Waseca
27163,Minnesota,Washington
27165,Minnesota,Watonwan
27167,Minnesota,Wilkin
27169,Minnesota,Winona
27171,Minnesota,Wright
27173,Minnesota,Yellow Medicine
28001,Mississippi,Adams
28003,Mississippi,Alcorn
28005,Mississippi,Amite
28007,Mississippi,Attala
28009,Mississippi,Benton
28011,Mississippi,Bolivar
28013,Mississippi,Calhoun
28015,Mississippi,Carroll
28017,Mississippi,Chickasaw
28019,Mississippi,Choctaw
28021,Mississippi,Claiborne
28023,Mississippi,Clarke
28025,Mississippi,Clay
28027,Mississippi,Coahoma
28029,Mississippi,Copiah
28031,Mississippi,Covington
28033,Mississippi,DeSoto
28035,Mississippi,Forrest
28037,Mississippi,Franklin
28039,Mississippi,George
28041,Mississippi,Greene
28043,Mississippi,Grenada
28045,Mississippi,Hancock
28047,Mississippi,Harrison
28049,Mississippi,Hinds
28051,Mississippi,Holmes
28053,Mississippi,Humphreys
28055,Mississippi,Issaquena
28057,Mississippi,Itawamba
28059,Mississippi,Jackson
28061,Mississippi,Jasper
28063,Mississippi,Jefferson
28065,Mississippi,Jefferson Davis
28067,Mississippi,Jones
28069,Mississippi,Kemper
28071,Mississippi,Lafayette
28073,Mississippi,Lamar
28075,Mississippi,Lauderdale
28077,Mississippi,Lawrence
28079,Mississippi,Leake
28081,Mississippi,Lee
28083,Mississippi,Leflore
28085,Mississippi,Lincoln
28087,Mississippi,Lowndes
28089,Mississippi,Madison
28091,Mississippi,Marion
28093,Mississippi,Marshall
28095,Mississippi,Monroe
28097,Mississippi,Montgomery
28099,Mississippi,Neshoba
28101,Mississippi,Newton
28103,Mississippi,Noxubee
28105,Mississippi,Oktibbeha
28107,Mississippi,Panola
28109,Mississippi,Pearl River
28111,Mississippi,Perry
28113,Mississippi,Pike
28115,Mississippi,Pontotoc
28117,Mississippi,Prentiss
28119,Mississippi,Quitman
28121,Mississippi,Rankin
28123,Mississippi,Scott
28125,Mississippi,Sharkey
28127,Mississippi,Simpson
28129,Mississippi,Smith
28131,Mississippi,Stone
28133,Mississippi,Sunflower
28135,Mississippi,Tallahatchie
28137,Mississippi,Tate
28139,Mississippi,Tippah
28141,Mississippi,Tishomingo
28143,Mississippi,Tunica
28145,Mississippi,Union
28147,Mississippi,Walthall
28149,Mississippi,Warren
28151,Mississippi,Washington
28153,Mississippi,Wayne
28155,Mississippi,Webster
28157,Mississippi,Wilkinson
28159,Mississippi,Winston
28161,Mississippi,Yalobusha
28163,Mississippi,Yazoo
29001,Missouri,Adair
29003,Missouri,Andrew
29005,Missouri,Atchison
29007,Missouri,Audrain
29009,Missouri,Barry
29011,Missouri,Barton
29013,Missouri,Bates
29015,Missouri,Benton
29017,Missouri,Bollinger
29019,Missouri,Boone
29021,Missouri,Buchanan
29023,Missouri,Butler
29025,Missouri,Caldwell
29027,Missouri,Callaway
29029,Missouri,Camden
29031,Missouri,Cape Girardeau
29033,Missouri,Carroll
29035,Missouri,Carter
29037,Missouri,Cass
29039,Missouri,Cedar
29041,Missouri,Chariton
29043,Missouri,Christian
29045,Missouri,Clark
29047,Missouri,Clay
29049,Missouri,Clinton
29051,Missouri,Cole
29053,Missouri,Cooper
29055,Missouri,Crawford
29057,Missouri,Dade
29059,Missouri,Dallas
29061,Missouri,Daviess
29063,Missouri,DeKalb
29065,Missouri,Dent
29067,Missouri,Douglas
29069,Missouri,Dunklin
29071,Missouri,Franklin
29073,Missouri,Gasconade
29075,Missouri,Gentry
29077,Missouri,Greene
29079,Missouri,Grundy
29081,Missouri,Harrison
29083,Missouri,Henry
29085,Missouri,Hickory
29087,Missouri,Holt
29089,Missouri,Howard
29091,Missouri,Howell
29093,Missouri,Iron
29095,Missouri,Jackson
29097,Missouri,Jasper
29099,Missouri,Jefferson
29101,Missouri,Johnson
29103,Missouri,Knox
29105,Missouri,Laclede
29107,Missouri,Lafayette
29109,Missouri,Lawrence
29111,Missouri,Lewis
29113,Missouri,Lincoln
29115,Missouri,Linn
29117,Missouri,Livingston
29119,Missouri,McDonald
29121,Missouri,Macon
29123,Missouri,Madison
29125,Missouri,Maries
29127,Missouri,Marion
29129,Missouri,Mercer
29131,Missouri,Miller
29133,Missouri,Mississippi
29135,Missouri,Moniteau
29137,Missouri,Monroe
29139,Missouri,Montgomery
29141,Missouri,Morgan
29143,Missouri,New Madrid
29145,Missouri,Newton
29147,Missouri,Nodaway
29149,Missouri,Oregon
29151,Missouri,Osage
29153,Missouri,Ozark
29155,Missouri,Pemiscot
29157,Missouri,Perry
29159,Missouri,Pettis
29161,Missouri,Phelps
29163,Missouri,Pike
29165,Missouri,Platte
29167,Missouri,Polk
29169,Missouri,Pulaski
29171,Missouri,Putnam
29173,Missouri,Ralls
29175,Missouri,Randolph
29177,Missouri,Ray
29179,Missouri,Reynolds
29181,Missouri,Ripley
29183,Missouri,St. Charles
29185,Missouri,St. Clair
29186,Missouri,Ste. Genevieve
29187,Missouri,St. Francois
29189,Missouri,St. Louis
29195,Missouri,Saline
29197,Missouri,Schuyler
29199,Missouri,Scotland
29201,Missouri,Scott
29203,Missouri,Shannon
29205,Missouri,Shelby
29207,Missouri,Stoddard
29209,Missouri,Stone
29211,Missouri,Sullivan
29213,Missouri,Taney
29215,Missouri,Texas
29217,Missouri,Vernon
29219,Missouri,Warren
29221,Missouri,Washington
29223,Missouri,Wayne
29225,Missouri,Webster
29227,Missouri,Worth
29229,Missouri,Wright
29510,Missouri,St. Louis
30001,Montana,Beaverhead
30003,Montana,Big Horn
30005,Montana,Blaine
30007,Montana,Broadwater
30009,Montana,Carbon
30011,Montana,Carter
30013,Montana,Cascade
30015,Montana,Chouteau
30017,Montana,Custer
30019,Montana,Daniels
30021,Montana,Dawson
30023,Montana,Deer Lodge
30025,Montana,Fallon
30027,Montana,Fergus
30029,Montana,Flathead
30031,Montana,Gallatin
30033,Montana,Garfield
30035,Montana,Glacier
30037,Montana,Golden Valley
30039,Montana,Granite
30041,Montana,Hill
30043,Montana,Jefferson
30045,Montana,Judith Basin
30047,Montana,Lake
30049,Montana,Lewis and Clark
30051,Montana,Liberty
30053,Montana,Lincoln
30055,Montana,McCone
30057,Montana,Madison
30059,Montana,Meagher
30061,Montana,Mineral
30063,Montana,Missoula
30065,Montana,Musselshell
30067,Montana,Park
30069,Montana,Petroleum
30071,Montana,Phillips
30073,Montana,Pondera
30075,Montana,Powder River
30077,Montana,Powell
30079,Montana,Prairie
30081,Montana,Ravalli
30083,Montana,Richland
30085,Montana,Roosevelt
30087,Montana,Rosebud
30089,Montana,Sanders
30091,Montana,Sheridan
30093,Montana,Silver Bow
30095,Montana,Stillwater
30097,Montana,Sweet Grass
30099,Montana,Teton
30101,Montana,Toole
30103,Montana,Treasure
30105,Montana,Valley
30107,Montana,Wheatland
30109,Montana,Wibaux
30111,Montana,Yellowstone
31001,Nebraska,Adams
31003,Nebraska,Antelope
31005,Nebraska,Arthur
31007,Nebraska,Banner
31009,Nebraska,Blaine
31011,Nebraska,Boone
31013,Nebraska,Box Butte
31015,Nebraska,Boyd
31017,Nebraska,Brown
31019,Nebraska,Buffalo
31021,Nebraska,Burt
31023,Nebraska,Butler
31025,Nebraska,Cass
31027,Nebraska,Cedar
31029,Nebraska,Chase
31031,Nebraska,Cherry
31033,Nebraska,Cheyenne
31035,Nebraska,Clay
31037,Nebraska,Colfax
31039,Nebraska,Cuming
31041,Nebraska,Custer
31043,Nebraska,Dakota
31045,Nebraska,Dawes
31047,Nebraska,Dawson
31049,Nebraska,Deuel
31051,Nebraska,Dixon
31053,Nebraska,Dodge
31055,Nebraska,Douglas
31057,Nebraska,Dundy
31059,Nebraska,Fillmore
31061,Nebraska,Franklin
31063,Nebraska,Frontier
31065,Nebraska,Furnas
31067,Nebraska,Gage
31069,Nebraska,Garden
31071,Nebraska,Garfield
31073,Nebraska,Gosper
31075,Nebraska,Grant
31077,Nebraska,Greeley
31079,Nebraska,Hall
31081,Nebraska,Hamilton
31083,Nebraska,Harlan
31085,Nebraska,Hayes
31087,Nebraska,Hitchcock
31089,Nebraska,Holt
31091,Nebraska,Hooker
31093,Nebraska,Howard
31095,Nebraska,Jefferson
31097,Nebraska,Johnson
31099,Nebraska,Kearney
31101,Nebraska,Keith
31103,Nebraska,Keya Paha
31105,Nebraska,Kimball
31107,Nebraska,Knox
31109,Nebraska,Lancaster
31111,Nebraska,Lincoln
31113,Nebraska,Logan
31115,Nebraska,Loup
31117,Nebraska,McPherson
31119,Nebraska,Madison
31121,Nebraska,Merrick
31123,Nebraska,Morrill
31125,Nebraska,Nance
31127,Nebraska,Nemaha
31129,Nebraska,Nuckolls
31131,Nebraska,Otoe
31133,Nebraska,Pawnee
31135,Nebraska,Perkins
31137,Nebraska,Phelps
31139,Nebraska,Pierce
31141,Nebraska,Platte
31143,Nebraska,Polk
31145,Nebraska,Red Willow
31147,Nebraska,Richardson
31149,Nebraska,Rock
31151,Nebraska,Saline
31153,Nebraska,Sarpy
31155,Nebraska,Saunders
31157,Nebraska,Scotts Bluff
31159,Nebraska,Seward
31161,Nebraska,Sheridan
31163,Nebraska,Sherman
31165,Nebraska,Sioux
31167,Nebraska,Stanton
31169,Nebraska,Thayer
31171,Nebraska,Thomas
31173,Nebraska,Thurston
31175,Nebraska,Valley
31177,Nebraska,Washington
31179,Nebraska,Wayne
31181,Nebraska,Webster
31183,Nebraska,Wheeler
31185,Nebraska,York
32001,Nevada,Churchill
32003,Nevada,Clark
32005,Nevada,Douglas
32007,Nevada,Elko
32009,Nevada,Esmeralda
32011,Nevada,Eureka
32013,Nevada,Humboldt
32015,Nevada,Lander
32017,Nevada,Lincoln
32019,Nevada,Lyon
32021,Nevada,Mineral
32023,Nevada,Nye
32027,Nevada,Pershing
32029,Nevada,Storey
32031,Nevada,Washoe
32033,Nevada,White Pine
32510,Nevada,Carson City
33001,New Hampshire,Belknap
33003,New Hampshire,Carroll
33005,New Hampshire,Cheshire
33007,New Hampshire,Coos
33009,New Hampshire,Grafton
33011,New Hampshire,Hillsborough
33013,New Hampshire,Merrimack
33015,New Hampshire,Rockingham
33017,New Hampshire,Strafford
33019,New Hampshire,Sullivan
34001,New Jersey,Atlantic
34003,New Jersey,Bergen
34005,New Jersey,Burlington
34007,New Jersey,Camden
34009,New Jersey,Cape May
34011,New Jersey,Cumberland
34013,New Jersey,Essex
34015,New Jersey,Gloucester
34017,New Jersey,Hudson
34019,New Jersey,Hunterdon
34021,New Jersey,Mercer
34023,New Jersey,Middlesex
34025,New Jersey,Monmouth
34027,New Jersey,Morris
34029,New Jersey,Ocean
34031,New Jersey,Passaic
34033,New Jersey,Salem
34035,New Jersey,Somerset
34037,New Jersey,Sussex
34039,New Jersey,Union
34041,New Jersey,Warren
35001,New Mexico,Bernalillo
35003,New Mexico,Catron
35005,New Mexico,Chaves
35006,New Mexico,Cibola
35007,New Mexico,Colfax
35009,New Mexico,Curry
35011,New Mexico,De Baca
35013,New Mexico,Dona Ana
35015,New Mexico,Eddy
35017,New Mexico,Grant
35019,New Mexico,Guadalupe
35021,New Mexico,Harding
35023,New Mexico,Hidalgo
35025,New Mexico,Lea
35027,New Mexico,Lincoln
35028,New Mexico,Los Alamos
35029,New Mexico,Luna
35031,New Mexico,McKinley
35033,New Mexico,Mora
35035,New Mexico,Otero
35037,New Mexico,Quay
35039,New Mexico,Rio Arriba
35041,New Mexico,Roosevelt
35043,New Mexico,Sandoval
35045,New Mexico,San Juan
35047,New Mexico,San Miguel
35049,New Mexico,Santa Fe
35051,New Mexico,Sierra
35053,New Mexico,Socorro
35055,New Mexico,Taos
35057,New Mexico,Torrance
35059,New Mexico,Union
35061,New Mexico,Valencia
36001,New York,Albany
36003,New York,Allegany
36005,New York,Bronx
36007,New York,Broome
36009,New York,Cattaraugus
36011,New York,Cayuga
36013,New York,Chautauqua
36015,New York,Chemung
36017,New York,Chenango
36019,New York,Clinton
36021,New York,Columbia
36023,New York,Cortland
36025,New York,Delaware
36027,New York,Dutchess
36029,New York,Erie
36031,New York,Essex
36033,New York,Franklin
36035,New York,Fulton
36037,New York,Genesee
36039,New York,Greene
36041,New York,Hamilton
36043,New York,Herkimer
36045,New York,Jefferson
36047,New York,Kings
36049,New York,Lewis
36051,New York,Livingston
36053,New York,Madison
36055,New York,Monroe
36057,New York,Montgomery
36059,New York,Nassau
36061,New York,New York
36063,New York,Niagara
36065,New York,Oneida
36067,New York,Onondaga
36069,New York,Ontario
36071,New York,Orange
36073,New York,Orleans
36075,New York,Oswego
36077,New York,Otsego
36079,New York,Putnam
36081,New York,Queens
36083,New York,Rensselaer
36085,New York,Richmond
36087,New York,Rockland
36089,New York,St. Lawrence
36091,New York,Saratoga
36093,New York,Schenectady
36095,New York,Schoharie
36097,New York,Schuyler
36099,New York,Seneca
36101,New York,Steuben
36103,New York,Suffolk
36105,New York,Sullivan
36107,New York,Tioga
36109,New York,Tompkins
36111,New York,Ulster
36113,New York,Warren
36115,New York,Washington
36117,New York,Wayne
36119,New York,Westchester
36121,New York,Wyoming
36123,New York,Yates
37001,North Carolina,Alamance
37003,North Carolina,Alexander
37005,North Carolina,Alleghany
37007,North Carolina,Anson
37009,North Carolina,Ashe
37011,North Carolina,Avery
37013,North Carolina,Beaufort
37015,North Carolina,Bertie
37017,North Carolina,Bladen
37019,North Carolina,Brunswick
37021,North Carolina,Buncombe
37023,North Carolina,Burke
37025,North Carolina,Cabarrus
37027,North Carolina,Caldwell
37029,North Carolina,Camden
37031,North Carolina,Carteret
37033,North Carolina,Caswell
37035,North Carolina,Catawba
37037,North Carolina,Chatham
37039,North Carolina,Cherokee
37041,North Carolina,Chowan
37043,North Carolina,Clay
37045,North Carolina,Cleveland
37047,North Carolina,Columbus
37049,North Carolina,Craven
37051,North Carolina,Cumberland
37053,North Carolina,Currituck
37055,North Carolina,Dare
37057,North Carolina,Davidson
37059,North Carolina,Davie
37061,North Carolina,Duplin
37063,North Carolina,Durham
37065,North Carolina,Edgecombe
37067,North Carolina,Forsyth
37069,North Carolina,Franklin
37071,North Carolina,Gaston
37073,North Carolina,Gates
37075,North Carolina,Graham
37077,North Carolina,Granville
37079,North Carolina,Greene
37081,North Carolina,Guilford
37083,North Carolina,Halifax
37085,North Carolina,Harnett
37087,North Carolina,Haywood
37089,North Carolina,Henderson
37091,North Carolina,Hertford
37093,North Carolina,Hoke
37095,North Carolina,Hyde
37097,North Carolina,Iredell
37099,North Carolina,Jackson
37101,North Carolina,Johnston
37103,North Carolina,Jones
37105,North Carolina,Lee
37107,North Carolina,Lenoir
37109,North Carolina,Lincoln
37111,North Carolina,McDowell
37113,North Carolina,Macon
37115,North Carolina,Madison
37117,North Carolina,Martin
37119,North Carolina,Mecklenburg
37121,North Carolina,Mitchell
37123,North Carolina,Montgomery
37125,North Carolina,Moore
37127,North Carolina,Nash
37129,North Carolina,New Hanover
37131,North Carolina,Northampton
37133,North Carolina,Onslow
37135,North Carolina,Orange
37137,North Carolina,Pamlico
37139,North Carolina,Pasquotank
37141,North Carolina,Pender
37143,North Carolina,Perquimans
37145,North Carolina,Person
37147,North Carolina,Pitt
37149,North Carolina,Polk
37151,North Carolina,Randolph
37153,North Carolina,Richmond
37155,North Carolina,Robeson
37157,North Carolina,Rockingham
37159,North Carolina,Rowan
37161,North Carolina,Rutherford
37163,North Carolina,Sampson
37165,North Carolina,Scotland
37167,North Carolina,Stanly
37169,North Carolina,Stokes
37171,North Carolina,Surry
37173,North Carolina,Swain
37175,North Carolina,Transylvania
37177,North Carolina,Tyrrell
37179,North Carolina,Union
37181,North Carolina,Vance
37183,North Carolina,Wake
37185,North Carolina,Warren
37187,North Carolina,Washington
37189,North Carolina,Watauga
37191,North Carolina,Wayne
37193,North Carolina,Wilkes
37195,North Carolina,Wilson
37197,North Carolina,Yadkin
37199,North Carolina,Yancey
38001,North Dakota,Adams
38003,North Dakota,Barnes
38005,North Dakota,Benson
38007,North Dakota,Billings
38009,North Dakota,Bottineau
38011,North Dakota,Bowman
38013,North Dakota,Burke
38015,North Dakota,Burleigh
38017,North Dakota,Cass
38019,North Dakota,Cavalier
38021,North Dakota,Dickey
38023,North Dakota,Divide
38025,North Dakota,Dunn
38027,North Dakota,Eddy
38029,North Dakota,Emmons
38031,North Dakota,Foster
38033,North Dakota,Golden Valley
38035,North Dakota,Grand Forks
38037,North Dakota,Grant
38039,North Dakota,Griggs
38041,North Dakota,Hettinger
38043,North Dakota,Kidder
38045,North Dakota,LaMoure
38047,North Dakota,Logan
38049,North Dakota,McHenry
38051,North Dakota,McIntosh
38053,North Dakota,McKenzie
38055,North Dakota,McLean
38057,North Dakota,Mercer
38059,North Dakota,Morton
38061,North Dakota,Mountrail
38063,North Dakota,Nelson
38065,North Dakota,Oliver
38067,North Dakota,Pembina
38069,North Dakota,Pierce
38071,North Dakota,Ramsey
38073,North Dakota,Ransom
38075,North Dakota,Renville
38077,North Dakota,Richland
38079,North Dakota,Rolette
38081,North Dakota,Sargent
38083,North Dakota,Sheridan
38085,North Dakota,Sioux
38087,North Dakota,Slope
38089,North Dakota,Stark
38091,North Dakota,Steele
38093,North Dakota,Stutsman
38095,North Dakota,Towner
38097,North Dakota,Traill
38099,North Dakota,Walsh
38101,North Dakota,Ward
38103,North Dakota,Wells
38105,North Dakota,Williams
39001,Ohio,Adams
39003,Ohio,Allen
39005,Ohio,Ashland
39007,Ohio,Ashtabula
39009,Ohio,Athens
39011,Ohio,Auglaize
39013,Ohio,Belmont
39015,Ohio,Brown
39017,Ohio,Butler
39019,Ohio,Carroll
39021,Ohio,Champaign
39023,Ohio,Clark
39025,Ohio,Clermont
39027,Ohio,Clinton
39029,Ohio,Columbiana
39031,Ohio,Coshocton
39033,Ohio,Crawford
39035,Ohio,Cuyahoga
39037,Ohio,Darke
39039,Ohio,Defiance
39041,Ohio,Delaware
39043,Ohio,Erie
39045,Ohio,Fairfield
39047,Ohio,Fayette
39049,Ohio,Franklin
39051,Ohio,Fulton
39053,Ohio,Gallia
39055,Ohio,Geauga
39057,Ohio,Greene
39059,Ohio,Guernsey
39061,Ohio,Hamilton
39063,Ohio,Hancock
39065,Ohio,Hardin
39067,Ohio,Harrison
39069,Ohio,Henry
39071,Ohio,Highland
39073,Ohio,Hocking
39075,Ohio,Holmes
39077,Ohio,Huron
39079,Ohio,Jackson
39081,Ohio,Jefferson
39083,Ohio,Knox
39085,Ohio,Lake
39087,Ohio,Lawrence
39089,Ohio,Licking
39091,Ohio,Logan
39093,Ohio,Lorain
39095,Ohio,Lucas
39097,Ohio,Madison
39099,Ohio,Mahoning
39101,Ohio,Marion
39103,Ohio,Medina
39105,Ohio,Meigs
39107,Ohio,Mercer
39109,Ohio,Miami
39111,Ohio,Monroe
39113,Ohio,Montgomery
39115,Ohio,Morgan
39117,Ohio,Morrow
39119,Ohio,Muskingum
39121,Ohio,Noble
39123,Ohio,Ottawa
39125,Ohio,Paulding
39127,Ohio,Perry
39129,Ohio,Pickaway
39131,Ohio,Pike
39133,Ohio,Portage
39135,Ohio,Preble
39137,Ohio,Putnam
39139,Ohio,Richland
39141,Ohio,Ross
39143,Ohio,Sandusky
39145,Ohio,Scioto
39147,Ohio,Seneca
39149,Ohio,Shelby
39151,Ohio,Stark
39153,Ohio,Summit
39155,Ohio,Trumbull
39157,Ohio,Tuscarawas
39159,Ohio,Union
39161,Ohio,Van Wert
39163,Ohio,Vinton
39165,Ohio,Warren
39167,Ohio,Washington
39169,Ohio,Wayne
39171,Ohio,Williams
39173,Ohio,Wood
39175,Ohio,Wyandot
40001,Oklahoma,Adair
40003,Oklahoma,Alfalfa
40005,Oklahoma,Atoka
40007,Oklahoma,Beaver
40009,Oklahoma,Beckham
40011,Oklahoma,Blaine
40013,Oklahoma,Bryan
40015,Oklahoma,Caddo
40017,Oklahoma,Canadian
40019,Oklahoma,Carter
40021,Oklahoma,Cherokee
